0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3,60,48,66,20,78,90,96,39,76,76,53,17,52,28,39,22,15,75,99
93,99,73,22,34,98,5,86,52,33,80,68,13,37,50,98,80,77,18,94
80,33,19,77,81,59,22,95,75,87,78,19,40,99,61,16,72,94,22,34
19,85,8,89,57,62,32,9,91,94,56,2,99,89,36,25,27,45,58,84
96,65,19,16,47,47,52,25,30,22,43,36,91,50,34,24,37,14,20,2
46,88,42,7,97,96,47,21,97,54,48,81,69,78,96,97,36,55,69,68
61,74,44,57,18,37,14,48,38,48,18,26,9,15,59,66,62,37,41,27
16,85,75,87,7,65,36,64,63,28,43,96,98,83,29,7,84,12,85,28
73,3,23,42,25,84,2,22,34,65,58,72,28,31,91,7,4,67,66,51
34,38,22,33,12,49,63,44,28,19,17,59,75,0,56,15,47,97,61,89
32,30,66,30,86,44,42,65,91,16,8,46,63,35,59,12,7,68,26,24
1,13,58,41,62,71,85,56,20,24,79,22,24,37,0,23,46,84,30,22
25,86,56,47,90,99,77,3,36,47,88,62,14,48,75,92,83,46,37,44
79,49,30,66,92,87,4,57,68,9,44,36,80,40,25,57,96,63,26,48
75,97,61,17,35,78,84,94,39,4,90,33,67,82,32,13,93,35,86,86
86,42,14,98,85,65,70,61,40,6,73,35,90,90,48,30,67,70,1,62
51,39,53,49,61,77,0,71,77,51,45,46,22,1,17,35,9,27,68,56
92,27,86,62,78,91,85,40,26,86,83,27,43,48,34,2,91,18,90,11
91,81,4,53,89,18,83,25,23,22,80,3,7,52,30,40,1,98,73,59
41,10,82,48,2,13,79,53,41,53,74,51,87,47,13,69,18,71,8,64
35,37,4,33,3,55,78,76,12,15,92,1,24,64,2,78,85,98,72,23
9,29,78,32,67,39,35,75,97,44,33,43,13,27,79,93,37,0,53,46
1,58,41,40,11,76,58,51,85,70,86,18,69,63,25,53,3,55,78,7
63,55,65,43,61,20,44,15,83,32,79,32,97,18,15,82,93,25,15,71
96,51,57,63,79,36,21,74,52,67,45,81,40,11,46,63,58,14,48,8
18,84,59,97,9,90,26,2,14,90,87,84,6,54,74,84,0,45,94,53
61,11,37,76,26,59,18,78,30,13,48,21,58,94,62,73,87,73,43,91
30,85,56,22,18,77,86,1,49,25,45,44,24,78,54,54,72,35,81,47
73,53,57,29,62,16,0,74,4,76,54,51,76,36,44,94,2,35,19,36
46,60,88,80,58,9,5,80,86,88,80,26,3,19,80,18,70,31,17,54
23,46,20,21,32,17,79,74,85,12,22,81,79,69,46,88,9,70,81,32
65,67,23,59,89,37,57,43,74,46,74,78,10,65,72,73,65,4,7,91
14,3,16,87,49,74,40,33,6,20,57,94,91,45,84,47,58,26,79,25
64,7,41,32,17,79,77,26,37,38,99,28,97,50,14,40,16,57,45,86
14,26,25,90,34,9,77,72,24,48,47,74,99,66,72,11,14,76,49,35
70,41,43,93,61,44,86,64,13,55,62,61,74,12,83,31,73,90,85,50
7,40,39,32,86,53,61,31,81,75,84,22,31,72,84,37,86,25,44,64
53,50,58,71,88,69,91,68,32,34,36,17,74,81,61,71,79,18,17,24
31,5,91,20,64,6,49,30,47,69,86,39,0,48,80,82,10,80,87,78
5,68,54,12,2,78,42,90,9,36,44,78,83,77,36,47,27,69,51,65
39,91,74,5,4,62,16,29,30,25,13,42,28,49,92,91,30,83,5,17
63,83,47,17,18,68,82,10,70,45,99,51,11,35,25,94,96,86,85,63
35,7,99,53,65,83,33,47,85,89,29,35,37,40,23,78,90,8,33,8
84,92,47,2,57,66,32,29,11,78,68,36,33,89,63,58,33,45,13,6
15,81,94,10,0,91,88,25,58,35,19,97,88,30,58,52,2,13,75,92
63,58,66,48,61,44,68,36,46,86,92,33,33,19,72,9,2,35,32,71
32,43,7,66,47,79,0,38,55,91,56,59,79,14,90,4,25,46,72,21
0,40,87,10,28,54,22,35,61,18,44,50,72,23,86,28,34,16,94,24
74,44,87,59,41,34,63,60,82,49,49,47,1,84,5,79,40,74,97,1
69,1,35,26,72,13,3,59,14,18,54,48,47,32,91,14,94,70,73,55
82,36,85,7,59,53,90,28,73,11,43,72,32,39,95,88,33,95,69,21
50,13,81,64,91,81,4,39,73,2,0,44,17,3,20,43,28,71,54,16
16,40,87,5,73,7,99,88,88,82,59,67,16,57,3,92,8,17,18,64
2,30,50,31,21,32,63,22,87,33,48,31,6,47,98,54,0,6,99,66
34,0,30,56,24,94,78,64,68,8,86,93,74,40,66,91,5,59,10,38
67,1,93,56,67,23,87,29,39,89,44,28,40,51,25,12,1,56,40,71
33,37,60,57,37,99,94,82,25,76,7,10,8,41,14,50,12,74,45,12
31,61,15,15,18,66,0,83,35,10,68,82,24,86,20,40,58,46,96,11
11,83,9,82,32,70,58,34,98,20,58,43,66,52,7,6,95,40,79,88
16,66,67,7,48,8,64,81,7,30,48,82,99,31,39,91,6,64,69,17
5,33,60,21,21,33,90,78,60,68,32,63,76,76,83,34,53,76,63,21
55,56,53,22,79,5,9,5,39,45,36,16,19,36,95,72,64,94,54,78
47,24,98,20,1,54,96,23,76,47,84,58,66,18,99,91,64,63,79,19
3,97,2,97,73,1,16,25,43,54,8,81,43,59,99,37,51,51,92,32
90,58,6,38,31,94,91,24,44,53,80,33,3,28,16,71,35,53,6,62
42,16,46,55,97,22,84,34,79,76,10,16,84,59,95,3,56,76,58,57
30,11,7,73,40,36,29,70,67,60,9,72,77,64,39,21,85,84,84,60
4,91,86,99,6,15,89,19,91,40,95,0,83,46,84,85,59,12,31,30
6,87,34,99,27,89,33,18,50,46,14,27,39,39,91,33,1,18,46,24
86,58,41,17,86,75,9,64,12,96,0,39,95,31,7,79,19,63,30,27
48,77,1,85,57,26,34,99,46,57,83,17,5,75,66,95,3,96,0,64
39,81,3,38,48,84,33,49,97,75,94,81,76,45,87,0,1,82,13,25
47,97,13,93,21,26,93,55,23,2,3,68,81,65,82,34,82,11,28,80
42,69,44,76,44,48,94,1,74,94,93,95,50,17,55,22,44,0,37,45
71,20,86,44,11,38,11,49,3,73,86,22,95,10,32,63,55,70,3,90
10,36,72,42,61,47,9,84,81,90,61,69,92,34,68,41,51,83,69,61
16,56,55,61,17,96,71,4,14,72,58,60,65,13,69,74,22,48,64,7
59,6,49,83,99,51,27,15,14,97,74,86,89,57,12,61,95,44,81,81
59,86,6,35,41,63,20,40,87,69,38,79,52,11,53,82,41,47,11,11
71,96,41,56,70,38,58,11,87,22,3,21,83,86,95,7,53,92,61,63
3,63,6,89,36,45,16,12,24,16,68,76,92,70,10,41,55,62,24,22
58,90,17,96,24,50,89,69,63,73,17,0,98,62,38,57,86,74,41,7
49,31,70,67,58,69,41,59,48,66,37,67,56,18,15,61,22,15,44,2
59,71,57,37,20,2,1,10,65,4,68,8,74,7,6,23,14,45,82,67
65,43,4,76,83,92,2,39,55,42,76,27,17,27,7,54,84,23,21,43
29,45,81,30,85,86,56,21,28,48,95,11,23,57,90,48,69,84,66,27
33,51,29,11,69,0,24,8,41,41,85,79,40,30,48,86,82,32,98,21
57,50,62,31,24,2,46,22,75,95,1,70,32,15,13,24,98,95,41,46
67,98,25,38,75,67,70,85,43,8,22,3,60,74,23,83,39,30,32,31
34,94,75,27,76,61,14,99,12,33,85,53,51,21,57,89,5,57,85,92
74,71,18,25,46,63,2,62,32,13,25,23,10,66,56,70,70,23,15,23
2,59,56,72,89,23,40,90,17,27,77,94,88,30,89,11,19,18,26,46
30,51,52,38,10,35,67,20,32,91,98,22,39,97,11,82,27,48,95,20
46,82,17,43,8,64,10,41,64,83,18,90,81,9,88,3,74,10,88,20
10,25,70,99,81,55,44,18,50,43,22,3,31,70,84,6,91,61,57,66
77,42,33,22,4,8,12,91,0,28,92,1,52,30,45,67,61,35,47,41
55,98,29,11,32,48,15,93,96,32,95,67,11,10,16,31,27,38,91,33
73,86,47,3,46,92,54,35,97,18,20,30,53,38,64,21,43,26,99,29
34,20,86,13,94,38,95,21,26,48,34,12,61,34,6,30,32,91,38,84
84,76,55,99,50,65,0,56,30,49,13,43,77,16,80,67,11,89,71,2
68,6,27,52,25,65,53,65,20,76,98,21,64,5,86,79,2,12,71,64
87,81,39,4,98,54,28,26,56,53,71,20,58,30,28,99,90,4,57,20
69,38,64,16,96,26,40,68,12,0,74,12,42,2,22,14,79,91,34,66
79,43,33,99,37,40,39,93,32,19,63,48,12,2,55,29,74,52,37,1
22,29,14,9,35,77,41,74,82,48,25,4,56,79,75,54,79,80,78,18
93,0,4,64,83,69,21,36,30,29,63,85,80,81,29,70,98,27,55,26
19,75,44,71,32,66,42,50,68,96,90,54,54,36,17,81,32,14,15,67
71,97,42,85,84,62,73,10,88,95,49,25,30,2,56,87,13,84,28,37
42,92,46,74,74,1,5,99,60,18,28,47,6,58,20,73,23,19,70,28
50,21,47,73,74,9,76,47,67,21,72,27,38,72,86,3,12,48,28,65
11,6,76,65,66,71,96,49,71,81,16,39,44,88,91,38,43,17,16,84
98,64,58,96,89,49,75,10,6,33,89,10,22,90,18,71,54,39,47,64
56,76,4,42,7,72,78,53,75,78,18,85,82,85,35,58,22,52,49,27
55,70,82,78,78,97,14,88,38,94,51,62,34,26,92,87,94,84,68,75
69,71,61,64,83,5,41,45,94,84,72,34,36,52,83,83,73,87,47,65
64,35,35,42,99,76,2,96,67,35,1,5,34,48,43,37,70,9,52,47
60,82,69,80,42,54,19,32,83,72,60,75,83,99,47,91,60,90,43,31
69,81,93,92,2,7,95,81,29,1,37,70,30,4,57,11,36,0,83,90
69,63,76,92,15,6,69,79,49,98,46,60,60,28,18,72,83,42,86,9
48,13,67,33,6,54,4,99,34,13,64,58,31,67,58,37,92,99,7,48
52,33,20,26,71,76,33,37,75,79,7,15,78,30,37,5,24,67,56,61
85,84,27,33,91,51,10,9,53,95,73,76,59,82,76,54,68,71,65,90
6,63,90,13,88,20,12,68,59,55,53,4,44,34,50,98,37,20,38,49
2,77,65,55,23,59,39,91,48,14,80,34,91,96,70,7,1,95,28,64
50,69,5,78,80,25,93,29,75,44,25,30,15,14,82,58,81,2,34,36
75,20,49,37,39,70,5,77,9,38,75,66,89,40,59,85,85,50,51,0
20,6,36,92,28,25,39,98,65,5,50,75,68,37,54,94,45,12,97,55
74,81,30,71,43,12,94,3,85,99,21,98,76,50,33,61,80,55,33,47
99,87,20,21,13,71,41,75,30,98,23,74,72,14,61,96,70,45,24,87
44,74,73,8,70,20,29,81,59,68,12,0,71,64,14,45,6,91,58,13
80,97,78,11,30,54,56,31,62,50,15,22,64,3,19,4,11,68,37,68
66,20,24,8,55,82,41,50,31,77,29,68,85,5,57,91,39,87,97,9
68,49,94,31,90,26,6,31,12,85,5,6,13,97,33,0,4,68,47,87
12,28,60,49,39,32,59,59,1,29,50,37,13,61,2,60,64,36,70,37
61,43,12,15,49,96,15,82,7,40,17,62,59,12,14,59,74,32,36,28
61,99,55,31,4,87,17,17,17,46,4,12,89,35,56,34,51,45,76,58
15,41,99,19,8,44,35,84,36,29,6,85,81,12,30,51,11,97,41,16
47,84,69,42,55,40,96,99,39,5,35,0,15,4,93,94,90,35,61,36
24,88,29,52,43,26,41,55,14,18,73,73,75,92,29,53,17,0,56,0
99,23,11,51,74,23,15,65,24,86,5,3,21,33,12,82,31,31,47,41
78,30,72,45,55,82,11,83,19,20,9,59,28,50,25,66,29,37,34,91
80,6,71,26,64,23,7,55,7,11,38,99,53,20,82,44,13,4,46,40
49,60,28,64,14,20,35,36,60,34,50,29,60,2,43,69,43,86,15,53
88,61,42,30,20,16,57,51,30,56,56,77,80,75,35,65,45,62,71,43
16,53,11,92,74,88,10,79,81,85,83,53,68,19,70,92,50,68,66,34
72,84,77,92,51,60,35,4,49,36,59,19,0,81,59,82,92,65,86,64
7,24,19,48,92,35,60,51,50,65,19,50,15,58,17,78,72,43,34,55
33,46,66,11,31,29,52,1,3,53,37,25,43,25,17,77,25,75,27,75
40,98,37,93,86,16,5,32,83,22,10,89,36,82,50,18,76,66,85,53
53,9,93,86,0,68,43,79,4,45,89,47,9,71,37,4,54,39,0,90
20,16,55,18,24,7,86,49,11,75,46,9,60,20,76,38,27,27,85,1
96,11,77,88,38,97,21,72,78,5,44,23,57,82,14,78,48,10,66,92
58,90,52,48,72,27,95,95,70,26,7,33,41,59,37,59,16,23,96,4
52,70,77,15,65,66,88,14,17,23,97,80,18,6,74,93,67,31,11,73
79,69,15,69,94,12,30,40,16,22,40,7,93,27,68,42,67,5,41,85
73,98,76,4,74,15,42,80,49,18,77,78,50,56,11,64,24,62,16,77
66,78,2,2,58,64,49,13,63,70,14,80,41,76,61,56,40,22,31,25
53,65,69,20,67,51,98,79,5,98,59,94,3,68,21,56,18,4,71,67
5,3,79,80,38,22,2,74,72,33,31,40,48,64,44,51,49,20,98,83
7,32,70,96,34,1,77,74,21,93,17,42,48,84,76,68,74,14,7,29
61,68,85,31,7,72,8,8,0,67,73,80,1,84,94,97,59,68,21,74
86,8,39,4,36,48,1,6,34,29,44,17,83,45,65,38,3,63,23,70
22,98,22,67,66,56,94,16,7,49,73,43,56,58,86,63,8,49,95,74
32,64,17,7,6,48,11,42,92,55,59,88,16,94,55,61,13,6,98,14
64,57,75,80,85,86,68,58,58,1,75,33,95,66,22,24,84,20,97,89
9,16,12,94,1,41,47,83,38,38,43,37,6,18,82,96,62,33,39,8
23,48,87,93,86,57,88,92,58,73,85,11,68,78,49,99,58,46,98,90
94,32,25,16,17,96,98,94,26,28,39,89,78,50,53,55,98,41,6,95
28,99,30,81,60,32,79,65,26,86,11,87,71,21,51,74,80,47,12,20
58,95,56,48,29,25,7,59,59,17,48,43,56,92,48,26,83,88,55,46
13,22,20,8,46,21,4,51,99,67,36,2,62,71,34,35,19,9,73,12
84,50,57,66,45,37,67,31,95,73,93,1,21,66,36,89,53,15,8,46
36,6,56,83,86,39,9,33,93,7,91,99,61,62,49,78,88,48,11,1
32,18,90,10,83,98,41,40,17,32,55,53,87,44,11,36,57,91,99,26
62,25,51,30,27,24,38,17,24,81,3,65,98,94,34,43,88,40,14,74
45,41,62,44,78,82,23,68,2,20,67,53,4,76,54,75,98,5,47,54
41,56,76,76,1,94,73,98,55,30,5,87,71,13,17,93,59,30,76,47
9,72,58,26,8,26,74,90,86,75,72,37,84,66,31,5,88,20,3,1
61,68,58,53,89,91,1,9,13,31,15,60,52,23,38,59,19,24,35,16
27,52,92,68,76,41,44,69,59,74,11,12,27,63,91,49,99,42,62,46
94,77,95,5,23,47,15,35,92,9,21,21,51,74,62,87,52,82,29,16
62,81,31,16,80,69,95,86,83,33,92,13,6,37,55,1,59,47,4,28
35,66,40,9,27,85,55,90,73,39,25,24,88,55,28,20,18,28,80,1
42,28,43,95,36,41,3,48,89,49,93,2,6,11,58,2,48,41,84,80
7,95,53,10,18,38,73,18,85,91,49,44,42,18,25,63,37,89,53,28
11,48,58,95,25,82,15,35,47,47,38,38,46,24,71,84,79,73,69,36
79,83,47,20,70,0,3,76,99,94,32,69,13,73,95,64,13,39,99,1
86,67,41,12,21,91,48,77,88,27,61,27,28,4,33,54,21,48,98,77
45,77,20,7,82,39,96,56,54,13,45,36,36,32,74,31,96,35,39,56
48,17,23,13,36,83,48,77,13,79,93,54,92,58,92,75,63,89,78,68
6,3,62,25,80,29,62,95,46,83,13,12,89,58,18,10,5,94,23,51
88,14,86,19,78,9,91,37,54,91,17,41,62,65,46,83,21,71,30,91
87,63,6,39,13,77,54,99,54,87,94,57,15,5,73,72,45,54,2,80
76,24,91,89,25,3,53,18,67,19,62,45,42,36,49,19,72,87,7,52
82,56,26,79,57,6,63,2,23,70,8,46,1,60,93,88,11,49,63,75
44,59,25,42,22,64,71,51,34,3,64,91,42,32,38,63,25,25,55,75
93,25,65,55,19,48,46,2,17,13,83,85,54,61,8,88,41,2,75,62
12,34,29,45,55,1,16,51,50,54,75,33,21,97,31,98,54,44,60,72
49,68,32,0,22,58,67,68,56,67,68,41,42,76,50,86,49,81,94,53
6,99,46,3,81,0,70,55,28,15,44,96,30,49,60,12,18,97,18,56
49,82,12,32,51,39,98,96,35,50,79,14,16,44,60,84,65,55,54,29
33,20,95,6,48,59,78,85,44,49,10,17,62,2,67,45,19,98,52,79
60,51,18,13,86,97,84,77,14,35,96,43,74,96,51,20,78,52,23,84
80,51,78,19,47,52,19,7,63,48,27,65,72,59,68,26,45,23,36,86
54,73,40,67,81,91,10,58,38,45,19,56,14,55,30,67,98,36,40,40
19,80,44,43,31,39,38,28,24,98,40,56,41,79,67,85,12,98,10,28
76,32,32,42,94,99,17,81,33,7,60,73,61,55,93,11,91,52,0,32
75,8,86,48,49,22,33,18,30,88,3,95,90,69,71,15,96,77,80,4
45,52,74,76,48,18,74,41,27,9,25,57,25,86,47,74,10,33,69,70
77,70,17,96,64,74,22,58,26,0,24,7,11,59,79,64,20,55,32,36
39,64,61,28,12,32,16,20,50,38,6,65,51,43,37,54,10,40,72,28
3,83,49,99,58,92,96,16,61,47,82,81,45,81,66,92,64,3,52,58
14,65,68,99,78,13,72,19,78,96,58,21,42,33,41,65,65,47,76,25
16,59,29,41,90,50,11,32,54,88,75,49,77,46,32,29,46,62,71,9
64,92,75,22,4,33,39,93,0,3,75,82,56,49,24,76,42,80,35,35
76,58,4,28,94,20,95,52,26,23,85,86,38,92,52,62,81,69,32,34
22,44,19,12,43,86,3,66,65,56,18,69,20,70,90,48,40,40,46,3
63,94,11,11,92,34,13,17,66,60,84,62,60,93,73,29,86,38,86,17
81,28,56,81,23,35,73,48,33,41,91,70,99,41,14,14,44,57,15,95
47,70,42,98,34,66,9,76,57,55,39,21,63,1,31,94,18,81,39,84
77,66,84,85,51,16,84,91,58,70,32,65,18,99,37,76,68,97,0,94
84,6,62,80,10,25,39,28,87,11,92,75,80,72,69,89,31,5,65,68
90,52,20,4,39,45,2,95,94,31,29,85,67,52,66,54,57,7,66,28
37,64,98,6,93,80,16,68,21,32,16,25,20,57,30,44,23,16,83,15
92,1,82,42,26,35,28,80,90,83,64,12,60,92,58,2,39,95,57,7
55,50,57,14,93,57,38,54,46,89,46,5,93,71,69,38,66,4,54,44
69,80,50,33,42,12,47,63,85,66,52,37,26,23,31,13,56,97,47,89
11,72,73,33,47,98,39,99,66,45,29,78,87,90,84,2,96,1,95,13
92,48,9,37,34,93,2,73,62,28,35,92,75,89,30,80,2,85,83,19
1,86,29,46,29,16,78,35,28,72,84,68,30,40,94,93,78,84,82,15
34,70,68,70,28,84,61,55,6,86,80,1,7,57,58,71,40,82,77,1
4,24,84,91,95,11,87,49,7,11,66,27,2,83,95,98,13,66,93,57
88,84,60,68,25,87,57,94,7,69,88,82,91,97,28,93,1,33,61,79
64,95,15,1,53,7,38,24,25,44,12,48,77,48,33,41,17,93,93,34
18,85,17,34,93,11,89,86,10,37,97,63,8,65,27,58,93,34,64,32
46,82,87,97,79,45,46,74,8,72,20,42,74,66,38,42,47,56,25,76
29,95,68,66,14,35,41,15,95,38,85,91,0,33,1,87,7,10,90,26
84,33,40,14,82,53,38,62,22,7,44,27,18,63,40,33,35,54,21,14
20,16,74,18,26,88,81,74,77,0,69,8,5,47,92,76,82,22,32,7
30,87,78,20,65,50,55,68,23,59,81,68,76,35,60,14,36,83,16,92
99,54,82,65,22,65,6,74,97,31,94,60,11,77,89,68,28,10,57,75
35,17,9,42,56,23,67,10,71,15,78,4,3,93,72,4,5,91,3,63
69,87,1,96,84,44,11,50,93,12,50,99,63,17,92,50,32,59,40,29
74,25,71,48,82,63,92,62,2,70,79,48,10,89,23,96,31,15,38,42
79,73,87,6,44,26,36,81,81,7,76,26,37,91,51,30,69,78,25,78
63,24,17,56,38,62,42,70,72,96,27,99,1,61,36,17,34,35,24,78
16,73,6,21,88,79,6,23,78,58,45,68,39,1,5,90,68,91,94,89
44,91,99,79,33,88,67,47,68,1,63,64,99,3,72,89,13,58,23,61
90,53,49,42,64,7,12,49,35,6,79,53,27,70,45,27,96,44,5,66
30,91,51,66,20,50,70,12,8,96,18,25,53,27,81,84,20,41,94,25
48,99,53,71,34,88,26,39,36,98,17,87,31,63,96,19,22,33,41,66
87,21,44,61,56,75,83,52,68,33,52,22,90,38,85,82,10,54,94,22
86,80,41,48,91,8,11,16,82,29,88,15,60,7,24,49,81,23,78,44
0,67,84,60,39,88,79,1,31,23,94,44,55,61,74,77,73,17,79,36
44,11,3,96,63,66,77,36,23,56,64,97,0,42,15,75,95,1,57,55
21,20,12,10,26,5,51,88,0,3,83,7,99,46,15,14,41,98,26,72
59,42,36,68,33,15,41,60,60,16,76,77,95,48,38,58,67,78,44,28
70,77,16,57,92,52,78,4,28,59,41,42,2,80,30,53,36,53,58,19
68,37,44,79,79,2,65,67,47,74,1,42,92,70,55,10,83,51,10,37
10,21,38,48,20,9,83,88,58,66,70,0,70,73,83,9,25,9,37,56
52,9,30,55,14,71,48,67,92,96,6,56,12,54,11,54,82,40,26,44
33,4,72,52,67,79,76,7,68,72,9,50,99,60,89,53,99,44,92,35
15,15,30,53,24,3,58,20,2,74,69,10,75,38,17,65,45,38,13,43
82,20,29,77,43,19,48,47,68,50,27,11,43,42,86,58,80,91,87,90
40,33,56,3,86,95,88,23,1,77,52,21,56,23,89,39,0,64,2,93
5,16,8,73,29,67,61,28,27,38,27,69,96,13,2,95,92,28,55,45
42,27,87,24,72,62,9,88,87,64,35,30,6,29,88,82,4,59,89,98
89,52,12,48,27,20,67,64,69,84,96,4,40,92,73,90,19,37,88,60
13,8,13,54,97,57,0,56,6,24,41,45,58,29,14,16,16,7,96,14
74,11,19,29,27,65,12,97,40,52,33,42,47,43,70,50,71,18,17,87
28,28,16,48,93,10,79,3,34,89,54,0,47,63,86,44,24,78,73,95
40,18,79,81,97,54,11,85,60,11,15,2,34,48,0,77,60,24,8,0
27,96,42,25,27,6,75,61,61,24,60,71,48,71,25,53,53,4,12,55
97,46,42,70,10,71,82,56,16,3,74,0,12,70,39,41,84,9,29,90
87,92,53,96,20,70,30,29,72,80,71,81,91,14,24,53,90,53,88,28
23,22,18,22,38,98,31,73,19,50,95,62,61,15,93,93,2,16,35,41
16,33,36,7,63,70,31,14,69,52,11,37,1,79,25,89,90,95,79,0
93,3,59,69,3,42,3,38,13,20,65,88,84,84,44,42,67,19,30,83
68,8,33,53,90,30,77,18,22,32,16,62,27,87,95,76,47,60,21,1
51,99,62,9,99,5,5,58,12,39,64,17,79,13,7,86,84,43,18,97
88,20,11,74,5,50,89,4,14,66,7,44,6,68,95,9,78,39,30,95
43,89,49,54,73,34,46,6,98,84,59,86,14,78,95,90,45,6,16,50
90,35,7,92,19,12,21,77,1,76,70,15,27,65,96,7,43,25,51,72
94,21,53,62,82,91,4,16,16,30,4,18,62,31,39,21,41,86,42,79
6,86,5,21,89,42,33,70,92,1,38,2,29,48,71,89,37,15,68,15
29,94,91,77,70,79,7,73,12,20,11,69,13,84,99,58,97,12,13,46
9,48,63,55,34,98,61,93,32,70,56,73,88,94,95,55,85,1,37,47
91,5,97,48,2,87,75,25,81,19,20,65,73,72,81,33,50,12,68,66
56,86,1,7,31,21,45,55,48,27,6,60,28,33,43,65,42,33,33,19
95,3,11,14,12,23,49,50,48,3,65,5,22,62,92,31,81,83,58,15
12,68,49,55,34,72,75,75,87,15,28,43,65,40,49,99,75,13,42,63
21,10,10,18,29,1,77,97,68,26,19,29,11,4,87,49,20,61,44,34
84,26,16,60,59,9,27,30,77,40,66,42,8,65,80,27,29,37,92,81
12,15,34,16,31,16,60,4,28,37,73,62,22,27,26,47,26,22,81,85
7,65,65,77,32,97,53,56,58,25,43,45,79,52,56,78,31,99,81,3
82,81,50,72,22,96,49,52,44,21,28,80,79,1,7,22,94,43,88,1
42,39,29,13,46,32,89,89,88,47,59,7,54,35,15,44,56,29,56,60
71,91,56,19,30,72,25,36,43,13,87,61,98,44,85,99,42,4,62,89
15,61,98,27,35,62,48,39,2,77,91,45,57,84,17,0,23,22,69,59
82,73,63,20,4,0,95,46,95,21,3,91,77,5,42,51,38,98,62,3
0,34,9,16,25,44,67,40,90,48,9,26,25,74,1,13,6,13,60,72
2,83,38,24,52,35,65,22,59,17,15,64,68,4,11,43,42,83,57,30
79,73,25,50,82,89,39,33,90,60,70,55,94,80,97,81,5,72,54,80
86,28,59,77,18,61,30,8,54,50,35,31,83,91,87,88,73,46,9,17
42,64,87,35,48,38,39,43,59,78,48,94,34,83,37,31,92,89,0,51
10,13,96,86,95,42,58,1,56,80,96,16,9,13,14,71,90,98,90,70
22,90,59,2,97,82,14,44,63,16,27,1,85,53,54,58,72,75,65,23
3,55,52,45,85,31,87,12,67,21,79,14,10,78,13,49,18,68,91,10
42,47,52,27,85,81,85,18,82,40,95,95,45,66,28,40,51,40,4,31
14,2,86,46,98,84,55,12,49,6,83,31,15,33,36,99,42,36,66,4
34,65,54,44,92,94,81,79,21,91,83,30,49,28,75,31,87,16,62,33
2,38,17,16,68,36,37,62,25,78,69,68,13,93,54,71,24,70,56,1
19,76,99,79,53,1,58,2,47,98,86,41,54,16,66,25,65,26,58,94
95,91,69,40,32,10,62,89,21,30,16,12,91,68,80,2,85,38,11,25
55,83,78,83,46,57,84,71,88,7,62,65,92,41,21,65,66,68,5,10
6,22,92,0,77,49,98,69,56,3,6,83,64,94,11,70,89,63,87,94
44,67,13,17,46,79,16,33,21,64,44,42,10,2,95,59,10,66,68,65
47,97,79,36,27,83,77,53,10,29,48,69,57,59,8,68,39,18,45,3
81,94,65,72,49,28,59,78,99,1,69,82,46,25,40,66,71,55,32,17
78,66,1,12,61,62,14,43,89,39,42,64,15,87,17,80,26,55,95,83
20,25,31,72,75,50,30,96,76,3,91,14,63,3,62,89,4,93,32,72
95,79,18,50,84,16,61,77,87,57,94,12,49,84,96,57,75,54,54,52
40,77,44,66,1,10,96,61,5,77,24,48,11,26,18,47,94,30,46,12
90,39,8,95,33,7,32,65,45,30,51,25,20,42,74,46,83,77,69,63
54,64,68,92,62,82,93,94,39,97,80,68,76,62,97,43,97,16,93,89
27,13,21,55,64,45,2,35,85,78,3,36,82,71,82,4,29,36,14,19
72,11,58,54,43,46,27,79,66,11,32,38,36,62,18,97,74,23,52,76
78,45,30,93,87,52,79,0,4,22,4,54,79,1,38,34,55,4,81,33
14,54,12,23,20,16,80,89,90,63,15,46,90,10,67,83,84,84,95,21
55,12,84,80,58,7,61,33,58,58,61,18,37,40,20,5,16,39,32,38
15,9,53,46,51,68,35,9,96,14,70,38,6,47,18,17,59,49,20,94
61,38,57,18,30,0,64,80,52,24,9,94,62,47,78,40,68,20,1,81
34,97,93,43,19,96,94,90,94,63,98,39,81,36,18,71,54,77,38,90
43,32,60,70,88,61,48,76,35,82,62,34,9,92,84,9,76,55,15,34
17,5,70,76,74,51,8,69,73,0,24,43,52,71,49,65,5,61,43,61
3,7,53,96,28,86,92,27,58,64,77,59,19,95,1,68,29,40,36,24
3,61,0,91,45,48,30,20,73,39,14,75,57,77,36,64,4,32,62,81
15,80,38,54,90,65,40,86,22,75,97,38,64,99,22,55,76,65,14,47
34,28,47,65,79,82,41,48,43,83,8,91,71,14,79,66,87,77,78,9
46,21,77,47,26,51,48,88,70,23,55,5,76,6,41,84,25,76,52,59
0,73,87,79,38,36,19,48,23,7,80,50,22,68,99,54,18,31,23,5
63,76,63,32,2,14,94,10,36,0,10,69,95,93,7,78,43,44,39,4
24,45,51,60,40,74,56,17,11,64,41,87,86,49,7,5,91,74,65,28
12,39,39,89,26,4,87,6,52,28,79,94,62,59,0,5,9,58,48,69
29,28,86,93,79,51,16,3,96,83,5,71,55,8,76,19,70,22,73,46
76,97,57,24,90,10,58,41,76,76,34,38,89,24,98,33,73,70,72,33
62,47,91,87,8,4,77,92,60,20,28,50,97,68,22,87,71,48,73,8
71,51,36,33,49,55,99,8,45,55,58,34,38,31,69,5,97,69,81,31
82,80,60,9,49,60,17,87,77,14,40,10,8,68,53,8,99,85,41,7
